Sample Time,Avg_1,Avg_2,Avg_3,Avg_4,Avg_5,Avg_6,Avg_7,Avg_8
2/5/2017 0:00,62.2,51.28599999999999,65.332,57.53,56.13399999999999,46.286,58.96400000000001,51.92
2/5/2017 0:05,61.38,53.02,63.73999999999999,56.5,55.394000000000005,47.852,57.524,50.992
2/5/2017 0:10,62.14000000000001,52.7,64.05999999999999,57.9,56.082,47.562000000000005,57.814,52.252
2/5/2017 0:15,57.36,48.8,61.38,52.95,51.76800000000001,44.042,55.394000000000005,47.788
2/5/2017 0:20,60.61999999999999,51.61600000000001,63.220000000000006,54.175,54.708000000000006,46.584,57.056,48.892
2/5/2017 0:25,60.36,50.82,62.32000000000001,53.925,54.474,45.866,56.246,48.67
2/5/2017 0:30,60.05999999999999,50.98,62.73999999999999,56.05,54.20399999999999,46.010000000000005,56.622,50.586
2/5/2017 0:35,61.040000000000006,48.438,63.8,57.1,55.09,43.714,57.580000000000005,51.532
2/5/2017 0:40,61.24,49.88000000000001,63.5,54.625,55.27,45.016000000000005,57.31,49.298
2/5/2017 0:45,64.34,54.3,64.74,57.5,58.068,49.006,58.428,51.892
2/5/2017 0:50,63.64,52.54,63.55999999999999,56.675,57.434000000000005,47.418,57.364,51.15
2/5/2017 0:55,60.3,50.78,64.38,56.175,54.42,45.828,58.104,50.7
2/5/2017 1:00,64.384,54.1,67.64,58.35,58.106,48.826,61.048,52.65999999999999
2/5/2017 1:05,64.52000000000001,54.42,64.46000000000001,56.79,58.228,49.114,58.176,51.252
2/5/2017 1:10,63.44,52.98,63.60000000000001,55.925,57.25599999999999,47.814,57.398,50.472
2/5/2017 1:15,61.580000000000005,52.31999999999999,64.478,54.825,55.576,47.218,58.19199999999999,49.48
2/5/2017 1:20,61.19599999999999,53.02,65.344,60.53499999999999,55.23,47.852,58.972,54.63
2/5/2017 1:25,59.36,47.72,59.0,52.075,53.572,43.066,53.248000000000005,46.998000000000005
2/5/2017 1:30,63.84000000000001,53.36,65.03999999999999,59.325,57.61800000000001,48.158,58.7,53.54200000000001
2/5/2017 1:35,58.736,51.84000000000001,65.28,57.175,53.00599999999999,46.784,58.916,51.60200000000001
2/5/2017 1:40,60.116,48.7,60.46,51.9825,54.254,43.954,54.564,46.914
2/5/2017 1:45,62.102,49.42,64.96000000000001,58.15,56.04600000000001,44.602,58.626,52.48
2/5/2017 1:50,63.81999999999999,53.56,64.32000000000001,54.375,57.598,48.336,58.048,49.074
2/5/2017 1:55,63.6,49.83200000000001,64.32,53.94250000000001,57.4,44.976000000000006,58.05,48.684000000000005
2/5/2017 2:00,65.2,52.93599999999999,66.02,59.125,58.844,47.776,59.584,53.36
2/5/2017 2:05,63.16,51.08,65.34,56.75,57.002,46.1,58.970000000000006,51.218
2/5/2017 2:10,63.57800000000001,53.074,65.16,54.125,57.378,47.898,58.806,48.848
2/5/2017 2:15,62.02,53.36,65.32000000000001,56.175,55.972,48.156,58.95,50.698
2/5/2017 2:20,60.50600000000001,51.94199999999999,62.98,55.55,54.608,46.878,56.84,50.134
2/5/2017 2:25,61.48,49.54,64.4,55.6,55.486,44.71,58.122,50.176
2/5/2017 2:30,63.158,50.38,65.98,56.675,56.998000000000005,45.468,59.54600000000001,51.150000000000006
